gp,min,fgm,fg,3p_made,3pa,3p,ftm,fta,ft,oreb,dreb,reb,stl,blk,target_5yrs,shooting_accuracy,assist_turnover_ratio
29,16.4,1.3,31.7,0.7,2.1,31.1,0.4,0.8,50.0,0.3,1.1,1.4,0.6,0.2,0,0.8809523809523809,1.4
29,16.4,1.3,31.7,0.7,2.1,31.1,0.4,0.8,50.0,0.3,1.1,1.4,0.6,0.2,0,0.8809523809523809,1.4
72,19.8,2.4,45.4,0.0,0.0,0.0,1.1,1.3,85.9,1.2,1.8,3.0,0.4,0.1,1,1.1153846153846154,1.1538461538461537
82,19.3,2.6,46.0,0.0,0.1,0.0,1.4,2.1,67.8,1.8,1.7,3.5,0.7,0.1,1,1.157894736842105,1.3571428571428572
62,19.3,3.2,52.8,0.0,0.1,33.3,1.6,2.1,78.9,1.3,2.5,3.7,0.5,1.3,1,1.3333333333333333,0.7647058823529412
78,18.7,2.8,45.3,0.3,0.9,35.1,1.3,1.7,75.4,0.5,1.4,1.9,1.0,0.1,1,1.1639344262295082,2.2142857142857144
75,18.7,2.8,47.0,0.0,0.0,0.0,1.2,2.6,47.4,1.4,3.0,4.4,0.5,0.5,1,1.1525423728813557,0.2631578947368421
82,18.2,1.9,47.1,0.0,0.1,18.2,1.7,2.4,73.6,0.3,1.0,1.3,1.3,0.1,1,1.3658536585365855,2.833333333333333
74,17.3,2.8,45.9,0.1,0.3,16.0,1.4,1.7,81.0,0.5,1.0,1.5,0.6,0.2,0,1.1451612903225805,1.5454545454545452
74,17.0,1.8,46.0,0.0,0.2,18.8,0.7,1.0,71.1,0.5,1.3,1.8,1.0,0.2,0,1.1282051282051284,2.230769230769231
54,17.0,2.1,49.8,0.0,0.0,0.0,1.2,2.3,54.1,1.6,3.3,4.9,0.4,0.3,1,1.2790697674418605,0.25
74,15.1,2.2,47.8,0.0,0.0,0.0,0.7,1.0,73.3,1.2,2.5,3.6,0.2,0.2,0,1.108695652173913,0.5
36,14.4,2.3,43.1,0.0,0.1,50.0,1.1,1.4,82.0,1.1,1.4,2.4,0.3,0.2,1,1.074074074074074,1.0
78,14.3,1.9,49.2,0.0,0.1,0.0,1.1,1.6,66.9,1.0,2.4,3.3,0.4,0.2,1,1.2564102564102566,1.0
67,13.3,1.6,58.9,0.0,0.0,0.0,0.5,1.2,39.8,1.0,2.6,3.6,0.5,0.8,0,1.3703703703703702,0.888888888888889
59,12.8,1.9,41.6,0.0,0.1,0.0,1.2,1.7,70.6,0.8,1.3,2.1,0.3,0.2,0,1.108695652173913,1.0769230769230769
77,12.4,2.3,47.8,0.0,0.0,0.0,1.5,2.4,64.6,1.2,1.4,2.7,0.6,0.4,1,1.2708333333333333,0.888888888888889
53,12.3,0.5,32.6,0.0,0.0,0.0,0.4,0.7,56.4,1.0,2.1,3.1,0.2,0.8,0,0.9375,0.5
60,11.9,1.2,48.6,0.0,0.0,0.0,0.8,1.1,75.8,0.7,1.7,2.5,0.2,0.5,1,1.3333333333333335,0.4166666666666667
56,11.2,2.3,49.6,0.0,0.0,0.0,1.0,1.3,80.0,0.7,0.9,1.6,0.5,0.1,1,1.1914893617021276,0.33333333333333337
63,10.8,1.7,38.3,0.0,0.1,22.2,0.6,0.8,75.5,0.4,0.6,1.0,0.5,0.1,0,0.8913043478260869,1.2727272727272725
66,10.6,1.4,39.7,0.0,0.1,25.0,1.0,1.4,70.7,0.8,1.2,2.0,0.2,0.2,0,1.0857142857142856,0.5
51,10.5,1.6,44.0,0.0,0.0,0.0,0.5,0.7,75.0,0.8,0.8,1.6,0.2,0.2,0,1.027027027027027,1.1666666666666667
60,9.2,1.5,36.7,0.0,0.0,0.0,0.5,0.9,50.9,0.7,0.9,1.6,0.4,0.1,0,0.85,0.5714285714285715
59,9.1,1.3,37.3,0.0,0.1,0.0,0.7,0.9,76.5,0.6,0.7,1.3,0.5,0.2,1,0.9166666666666666,1.5
51,9.0,1.8,48.2,0.0,0.0,0.0,0.8,1.3,64.2,0.6,0.8,1.4,0.2,0.3,0,1.1842105263157896,0.4285714285714286
47,8.9,1.5,38.3,0.0,0.0,0.0,1.1,1.6,68.8,0.2,0.4,0.6,0.5,0.1,0,1.05,0.5714285714285715
38,7.1,1.3,37.3,0.1,0.8,13.3,0.5,0.7,69.2,0.1,0.4,0.5,0.2,0.0,1,0.9142857142857144,1.7142857142857144
43,7.1,0.9,41.5,0.0,0.0,0.0,0.3,0.6,52.0,0.6,0.8,1.4,0.2,0.1,0,0.9545454545454545,1.4999999999999998
39,6.9,0.5,41.2,0.0,0.0,0.0,0.3,0.5,50.0,0.5,1.5,1.9,0.2,0.3,0,1.0,0.7499999999999999
39,6.0,1.3,41.9,0.1,0.3,36.4,0.5,0.8,67.7,0.4,0.5,0.9,0.1,0.1,0,1.0312499999999998,0.8749999999999999
38,4.7,0.7,38.8,0.0,0.1,0.0,0.4,0.4,88.2,0.2,0.3,0.6,0.1,0.0,1,1.0,1.4
82,32.8,8.7,52.3,0.0,0.0,25.0,3.5,5.3,66.1,3.6,7.6,11.1,0.8,2.4,1,1.25748502994012,0.5555555555555556
81,30.0,4.8,48.0,0.0,0.2,18.8,2.3,3.0,75.3,1.4,5.5,6.9,0.9,0.8,1,1.188118811881188,1.05
80,27.0,3.3,46.9,0.0,0.0,0.0,1.8,2.5,73.0,0.8,1.7,2.5,1.5,0.2,1,1.2,2.4411764705882355
79,26.3,4.2,49.9,0.0,0.1,25.0,2.3,3.2,73.1,2.2,3.5,5.7,0.7,0.7,1,1.2705882352941178,1.4666666666666668
52,12.8,1.5,35.6,0.3,1.0,24.5,0.8,1.3,63.8,0.9,2.0,3.0,0.4,0.1,1,0.9767441860465117,0.3333333333333333
82,25.9,4.9,44.8,0.1,0.4,24.1,2.6,3.5,74.2,1.7,2.3,4.0,1.3,0.1,1,1.1376146788990826,1.352941176470588
81,24.8,3.7,51.2,0.0,0.0,0.0,1.1,1.4,75.2,1.4,4.3,5.7,0.5,1.5,1,1.1643835616438356,1.2307692307692308
81,24.4,5.0,44.4,0.3,0.9,32.4,1.8,2.1,82.6,0.7,1.2,1.9,0.3,0.2,1,1.070796460176991,1.3571428571428572
81,23.9,3.1,46.2,0.0,0.1,16.7,3.1,4.0,78.5,0.9,1.8,2.7,1.6,0.4,1,1.3880597014925373,1.857142857142857
80,23.2,2.3,49.6,0.0,0.0,0.0,0.9,1.5,59.0,2.2,4.1,6.2,0.4,1.8,1,1.1956521739130437,0.6428571428571429
74,22.1,4.5,48.4,0.1,0.5,23.5,1.5,1.9,80.6,0.7,1.5,2.2,1.1,0.3,1,1.139784946236559,1.4999999999999998
82,21.1,3.8,46.7,0.1,0.5,23.1,1.4,1.8,77.2,1.5,2.3,3.8,0.8,0.5,0,1.1111111111111112,1.6666666666666665
82,20.9,2.4,44.3,0.0,0.3,11.5,0.8,1.2,67.3,0.6,1.5,2.1,1.2,0.3,1,1.0363636363636364,2.0714285714285716
79,19.4,2.7,53.6,0.0,0.1,25.0,1.8,2.2,83.7,1.3,2.6,3.8,0.7,0.5,1,1.4313725490196079,0.923076923076923
80,17.8,3.3,44.8,0.3,1.1,26.2,1.5,1.9,78.7,0.5,1.0,1.5,0.7,0.1,0,1.1369863013698631,1.5714285714285716
31,12.6,1.2,45.8,0.0,0.0,0.0,0.7,1.0,65.6,1.2,2.9,4.1,0.2,0.7,0,1.1481481481481481,0.33333333333333337
73,17.6,3.0,44.5,0.1,0.5,24.3,0.9,1.0,88.9,0.3,0.9,1.2,0.4,0.0,1,1.0298507462686568,2.9999999999999996
82,17.2,3.1,45.1,0.0,0.0,25.0,1.5,2.1,72.8,1.4,1.5,2.9,1.3,0.3,1,1.1323529411764706,1.2666666666666666
72,16.9,2.6,46.4,0.0,0.2,9.1,1.1,1.5,72.7,0.8,1.3,2.1,0.8,0.1,0,1.125,1.8
82,16.1,2.6,41.7,0.0,0.2,26.7,2.5,3.2,79.1,0.9,1.1,2.0,1.6,0.2,1,1.253968253968254,1.4583333333333335
78,15.9,1.4,41.3,0.0,0.2,11.1,1.4,1.8,77.7,0.4,1.2,1.6,1.2,0.1,0,1.272727272727273,2.428571428571429
67,15.8,3.4,45.6,0.2,0.4,41.4,1.3,1.8,71.9,1.6,2.1,3.7,0.6,0.1,1,1.108108108108108,0.6666666666666667
75,15.7,2.4,44.1,0.0,0.1,0.0,1.3,1.8,71.4,1.2,1.3,2.5,0.5,0.2,1,1.1296296296296295,1.769230769230769
78,13.7,2.1,50.3,0.0,0.1,40.0,0.4,0.6,60.9,0.2,0.7,0.9,0.2,0.0,1,1.0975609756097562,2.25
49,13.6,2.0,43.9,0.0,0.0,0.0,1.1,1.6,71.4,1.2,2.4,3.6,0.4,0.3,1,1.1063829787234043,0.4166666666666667
78,13.3,1.6,51.7,0.0,0.0,0.0,0.4,0.7,60.8,0.8,2.1,2.9,0.3,1.1,1,1.1612903225806452,1.0
38,12.5,1.9,41.6,0.8,2.1,37.5,0.6,0.9,67.6,0.2,1.1,1.3,0.4,0.1,0,1.127659574468085,0.7777777777777777
55,12.5,2.6,45.9,0.1,0.3,26.3,0.9,1.1,77.0,0.7,0.9,1.6,0.3,0.1,0,1.087719298245614,1.625
40,11.7,2.7,50.9,0.0,0.1,0.0,1.0,1.2,85.1,0.5,0.6,1.2,0.5,0.0,0,1.2037037037037037,1.4999999999999998
47,11.1,1.0,38.8,0.0,0.0,0.0,0.7,1.1,70.0,1.0,1.5,2.4,0.2,0.4,0,1.0384615384615385,1.2857142857142858
45,10.3,1.4,41.9,0.0,0.2,12.5,0.5,0.6,82.1,0.4,0.5,0.9,0.3,0.0,1,1.0,1.2857142857142858
49,9.3,1.2,44.5,0.1,0.4,18.2,0.3,0.5,61.5,0.1,0.6,0.7,0.2,0.0,1,1.0357142857142858,4.285714285714286
48,9.3,1.7,49.7,0.0,0.1,0.0,1.2,1.9,61.5,0.4,0.8,1.2,0.5,0.4,0,1.3235294117647058,0.8
39,8.5,1.3,54.4,0.0,0.0,0.0,0.5,1.0,53.8,1.0,1.9,2.9,0.5,0.3,0,1.347826086956522,1.0
57,8.3,1.2,38.4,0.0,0.0,0.0,0.6,0.8,69.6,0.8,1.1,1.9,0.2,0.7,1,0.9354838709677419,0.5
57,8.2,0.9,39.7,0.1,0.2,23.1,0.3,0.4,78.3,0.4,0.6,1.0,0.4,0.0,1,0.9545454545454545,2.0
33,16.9,1.5,37.3,0.3,0.9,29.0,0.8,1.2,62.5,0.4,1.9,2.2,1.0,0.3,0,1.0,2.0
53,12.4,1.3,37.9,0.6,1.7,36.0,0.3,0.3,93.8,0.7,1.8,2.5,0.3,0.0,0,1.0303030303030303,2.0
15,7.9,0.7,27.0,0.0,0.0,0.0,0.5,0.8,66.7,0.5,1.1,1.5,0.1,0.1,0,0.76,0.5
45,7.9,1.4,57.1,0.0,0.0,0.0,0.8,2.0,41.8,0.8,1.0,1.8,0.3,0.2,0,1.48,1.25
55,7.6,1.2,44.8,0.0,0.1,0.0,0.3,0.5,64.3,0.2,0.6,0.9,0.3,0.1,1,1.0384615384615385,1.3333333333333335
35,5.6,0.9,45.5,0.0,0.0,0.0,0.1,0.5,31.3,0.8,1.0,1.8,0.0,0.1,1,1.0,0.33333333333333337
70,36.2,9.8,52.3,0.0,0.0,0.0,4.2,5.9,70.9,4.3,6.3,10.6,1.8,0.9,1,1.267379679144385,0.8620689655172414
81,34.1,8.4,47.9,0.0,0.2,22.2,3.2,4.3,74.1,4.2,6.4,10.6,1.7,0.5,1,1.1485714285714286,1.037037037037037
76,27.4,6.2,46.6,0.1,0.3,20.0,2.7,3.7,73.0,1.1,2.3,3.4,0.9,0.1,1,1.1353383458646615,1.3703703703703702
82,26.8,3.8,44.8,0.2,0.5,31.7,2.5,3.2,79.2,1.9,2.5,4.5,0.8,0.8,1,1.211764705882353,1.3125
76,26.6,4.2,45.2,0.3,1.2,22.2,1.2,1.7,72.3,0.7,0.9,1.6,1.1,0.1,1,1.064516129032258,1.7142857142857142
58,11.8,1.2,53.5,0.0,0.0,0.0,0.9,1.3,71.2,0.8,1.7,2.6,0.3,0.9,0,1.4999999999999998,1.3333333333333335
77,25.6,5.8,57.9,0.0,0.1,25.0,1.8,2.9,62.4,2.0,3.1,5.2,1.2,0.8,1,1.34,0.7391304347826088
78,23.5,3.8,46.2,0.2,0.4,46.7,0.6,0.8,67.2,1.0,1.8,2.8,0.7,0.1,1,1.0120481927710843,2.7777777777777777
73,23.4,4.5,42.8,0.1,0.4,34.5,1.2,1.7,69.6,1.0,1.6,2.7,0.7,0.3,1,0.9811320754716982,1.105263157894737
80,20.2,2.0,46.2,0.0,0.0,0.0,1.0,1.4,69.0,1.5,2.7,4.1,0.4,0.6,1,1.159090909090909,0.5882352941176471
82,20.0,1.8,59.5,0.0,0.0,0.0,0.9,1.4,61.4,2.1,3.8,5.9,0.8,0.1,1,1.4666666666666668,1.3333333333333335
74,19.5,2.6,40.8,0.0,0.2,13.3,1.8,2.4,75.3,0.5,1.3,1.8,1.2,0.2,0,1.1111111111111112,1.9600000000000002
82,19.4,3.4,48.7,0.0,0.1,12.5,2.4,3.0,81.0,0.4,1.1,1.5,0.6,0.0,0,1.3285714285714287,1.368421052631579
79,19.3,2.7,45.7,0.0,0.1,11.1,1.3,2.2,59.7,1.1,2.5,3.6,1.3,0.6,1,1.135593220338983,1.3
51,11.3,1.1,42.2,0.0,0.2,20.0,0.7,1.0,64.2,0.7,1.4,2.1,0.5,0.2,0,1.1199999999999999,0.7142857142857143
75,18.9,1.9,47.9,0.0,0.1,0.0,1.1,1.5,69.9,0.9,2.0,2.9,1.6,0.1,1,1.225,2.6153846153846154
81,18.9,1.8,41.4,0.0,0.0,0.0,0.7,1.1,65.6,1.1,4.6,5.7,0.3,3.4,1,0.9772727272727272,0.8235294117647058
75,18.8,2.3,53.3,0.0,0.0,0.0,1.7,2.3,74.1,1.9,3.5,5.4,0.6,0.9,0,1.4651162790697674,1.2727272727272725
44,17.6,1.5,40.0,0.0,0.0,0.0,0.7,1.0,65.2,0.6,1.2,1.8,0.9,0.3,0,1.0,1.7857142857142858
77,19.6,2.2,43.1,0.7,2.0,34.4,1.0,1.3,72.8,0.7,1.3,1.9,0.6,0.2,0,1.173076923076923,1.3333333333333335
43,16.9,1.5,38.0,0.0,0.1,0.0,1.0,1.3,73.7,0.3,1.3,1.6,0.5,0.2,0,1.0,1.8124999999999998
76,16.4,3.0,42.9,0.1,0.3,40.0,2.0,2.4,83.3,0.7,1.1,1.8,0.8,0.2,1,1.1739130434782608,1.2857142857142858
78,16.3,2.2,40.4,0.1,0.2,36.8,0.6,0.9,69.6,1.4,2.1,3.5,0.7,0.3,1,0.9454545454545454,1.25
77,15.9,2.7,47.6,0.0,0.1,25.0,0.8,1.1,73.5,1.2,2.1,3.3,0.3,0.3,0,1.1071428571428572,0.7272727272727273
68,14.6,2.4,43.2,0.0,0.2,0.0,0.9,1.2,76.2,0.3,1.2,1.4,0.8,0.1,1,1.0363636363636364,1.4705882352941178
52,10.3,1.5,45.5,0.1,0.7,13.9,0.7,1.1,67.3,0.5,1.2,1.7,0.4,0.2,0,1.15625,0.5
62,14.2,2.1,48.5,0.0,0.0,0.0,1.4,2.4,57.1,1.7,2.1,3.7,0.4,0.6,1,1.2727272727272725,0.6666666666666667
71,13.9,2.1,51.2,0.0,0.0,0.0,1.3,1.9,65.0,1.9,3.4,5.3,0.6,0.9,1,1.35,0.35714285714285715
53,13.2,2.1,53.4,0.0,0.0,0.0,0.8,1.0,77.4,1.3,2.1,3.4,0.4,0.2,0,1.2564102564102566,1.125
44,11.8,1.0,31.4,0.0,0.0,0.0,0.8,1.0,78.3,0.9,1.8,2.7,0.3,0.2,0,0.9032258064516128,1.142857142857143
68,11.1,1.0,36.4,0.0,0.3,11.1,0.7,0.9,81.0,0.3,0.8,1.1,0.2,0.0,0,1.0,1.3571428571428572
68,11.1,1.0,36.4,0.0,0.3,11.1,0.7,0.9,81.0,0.3,0.8,1.1,0.2,0.0,1,1.0,1.3571428571428572
49,10.6,1.5,43.5,0.0,0.1,14.3,0.9,1.6,57.7,0.6,0.9,1.5,0.4,0.1,1,1.1428571428571428,0.7
54,10.3,1.6,44.5,0.0,0.1,0.0,0.1,0.3,47.1,0.8,1.4,2.2,0.3,0.2,0,0.9428571428571428,1.0
52,10.1,1.5,42.0,0.0,0.0,0.0,0.3,0.5,57.1,0.8,1.7,2.5,0.1,0.6,0,0.9142857142857144,0.7499999999999999
62,9.8,1.4,47.7,0.0,0.1,14.3,1.2,1.6,76.0,0.4,0.8,1.2,0.4,0.1,1,1.4285714285714286,1.2222222222222223
65,9.6,2.0,54.3,0.0,0.0,0.0,1.1,1.7,64.2,0.7,0.9,1.6,0.3,0.0,1,1.3888888888888888,0.625
40,10.0,0.8,48.5,0.1,0.3,15.4,0.2,0.3,70.0,0.9,1.5,2.4,0.5,0.3,0,1.1176470588235294,0.8
55,9.4,1.9,44.9,0.2,0.5,36.0,0.5,0.7,73.7,0.5,0.6,1.2,0.3,0.1,0,1.0465116279069768,1.0
48,8.7,1.2,40.6,0.0,0.0,0.0,0.8,1.2,67.8,0.6,1.0,1.6,0.3,0.2,0,1.103448275862069,0.6
23,8.3,0.5,36.7,0.0,0.0,0.0,0.4,0.9,45.0,0.7,1.3,2.0,0.1,0.3,0,1.0,0.7142857142857143
63,8.2,1.4,37.4,0.1,0.7,22.0,0.6,0.9,64.4,0.5,0.5,1.1,0.6,0.1,0,0.9473684210526316,1.142857142857143
44,7.9,1.3,41.5,0.0,0.1,0.0,0.8,1.2,66.0,0.3,0.5,0.9,0.5,0.1,0,1.064516129032258,0.888888888888889
54,6.8,0.7,40.4,0.0,0.0,0.0,0.1,0.3,31.3,0.8,1.1,1.9,0.1,0.3,1,0.8823529411764706,0.5
39,6.8,0.8,37.5,0.0,0.2,14.3,0.5,0.8,56.3,0.4,0.5,0.9,0.2,0.1,1,0.9565217391304349,0.8
36,5.1,0.8,45.3,0.0,0.0,0.0,0.6,1.3,44.4,0.9,1.2,2.1,0.1,0.1,1,1.2222222222222223,0.2
31,4.5,0.4,34.2,0.0,0.1,0.0,0.4,0.6,55.0,0.5,0.8,1.3,0.2,0.0,1,1.0,0.33333333333333337
35,4.2,1.0,36.1,0.0,0.3,9.1,0.9,1.3,66.7,0.2,0.3,0.5,0.1,0.1,0,1.0357142857142858,1.4999999999999998
82,37.5,7.8,49.6,0.1,0.3,22.7,6.0,7.6,79.7,2.7,2.7,5.4,1.1,0.2,1,1.3846153846153848,0.9705882352941176
82,34.5,6.3,58.2,0.0,0.0,0.0,3.0,4.7,62.4,4.2,8.0,12.3,1.0,1.0,1,1.4485981308411215,0.4482758620689655
72,33.8,6.3,42.4,0.2,0.8,28.8,4.2,6.0,70.4,0.8,2.1,2.9,2.1,0.2,1,1.1486486486486487,1.857142857142857
81,33.1,6.8,52.5,0.0,0.0,0.0,3.5,5.7,62.0,2.6,4.3,6.9,0.7,0.6,1,1.323076923076923,0.6666666666666666
81,32.4,8.9,49.7,0.0,0.0,25.0,3.6,5.0,71.6,2.2,4.7,7.0,1.1,0.3,1,1.1955307262569832,0.9166666666666667
51,28.8,7.5,46.5,0.5,1.4,35.2,3.3,4.8,68.0,1.7,3.1,4.9,0.7,0.4,1,1.1614906832298135,1.2307692307692308
82,27.8,5.0,47.7,0.0,0.1,28.6,1.5,2.3,67.0,2.1,5.2,7.4,0.7,2.2,1,1.1057692307692308,1.0
82,27.0,5.1,56.1,0.0,0.0,33.3,4.2,5.5,75.2,3.1,6.2,9.3,0.5,0.7,1,1.5824175824175826,0.5517241379310345
79,25.7,4.3,41.4,0.2,1.0,21.5,1.9,2.6,75.0,0.4,1.4,1.9,1.0,0.1,1,1.0388349514563104,2.4
80,25.0,3.5,44.1,0.0,0.1,0.0,1.2,1.7,70.3,1.8,2.0,3.8,0.9,0.0,1,1.0375,1.7142857142857144
78,22.3,5.1,61.3,0.0,0.0,0.0,2.7,4.2,64.2,1.9,3.9,5.9,0.5,1.1,1,1.542168674698795,0.48
76,22.3,5.1,48.2,0.0,0.2,23.1,1.8,2.3,77.8,1.4,2.7,4.1,0.8,0.5,1,1.1308411214953271,0.7916666666666666
80,21.3,3.9,47.7,0.0,0.1,0.0,1.8,2.7,68.4,2.0,3.2,5.1,0.7,0.2,1,1.1707317073170733,1.3846153846153846
74,20.5,4.0,45.9,0.0,0.1,9.1,1.3,2.0,66.4,1.7,2.6,4.4,0.7,0.2,1,1.0689655172413794,1.1538461538461537
74,20.5,4.0,45.9,0.0,0.1,9.1,1.3,2.0,66.4,1.7,2.6,4.4,0.7,0.2,1,1.0689655172413794,1.1538461538461537
82,19.8,3.1,48.1,0.0,0.0,0.0,1.7,2.3,75.7,1.6,3.6,5.2,0.6,0.9,1,1.234375,1.0
79,19.2,2.7,43.4,0.0,0.0,0.0,1.7,2.2,77.5,1.4,1.9,3.3,0.5,0.3,0,1.1475409836065575,0.4285714285714286
59,18.2,2.6,55.6,0.0,0.0,0.0,0.8,1.5,55.1,1.5,3.7,5.2,0.8,1.3,0,1.297872340425532,0.5454545454545454
64,17.7,1.8,51.8,0.0,0.0,0.0,0.9,1.8,50.4,1.8,3.6,5.4,0.9,1.2,1,1.2777777777777777,0.75
63,17.2,2.2,46.1,0.0,0.0,0.0,1.0,1.7,58.3,1.5,3.2,4.7,0.3,1.3,1,1.127659574468085,1.1111111111111112
71,17.0,2.1,50.3,0.0,0.0,0.0,0.7,1.0,70.8,1.5,2.1,3.6,0.6,0.3,1,1.1666666666666667,0.8749999999999999
82,16.9,2.3,41.3,0.0,0.1,0.0,1.9,2.4,76.0,0.6,1.2,1.8,1.1,0.0,1,1.1636363636363638,2.0624999999999996
63,16.3,2.6,45.3,0.1,0.5,28.1,1.0,1.3,72.6,1.0,0.9,1.9,0.8,0.2,0,1.0862068965517242,1.923076923076923
64,16.1,2.8,46.5,0.3,0.9,30.5,1.0,1.6,65.7,0.4,1.0,1.4,0.8,0.1,0,1.1475409836065575,1.6428571428571428
71,16.0,2.9,46.4,0.0,0.2,0.0,1.1,1.5,72.0,1.0,1.8,2.7,0.5,0.4,0,1.0952380952380953,1.2
75,15.8,2.7,51.3,0.0,0.0,0.0,1.9,2.7,69.9,1.1,1.9,3.0,0.3,0.3,1,1.3773584905660377,0.7857142857142858
80,14.8,1.9,51.9,0.0,0.0,0.0,0.8,1.5,52.0,1.4,3.5,4.8,0.2,1.5,1,1.25,0.6875
80,14.8,2.8,52.1,0.0,0.0,0.0,0.9,1.5,64.1,1.2,2.0,3.2,0.5,0.9,1,1.2,0.7692307692307692
77,14.0,1.9,54.6,0.0,0.0,0.0,1.2,1.9,60.1,0.9,1.6,2.6,0.4,0.3,1,1.4411764705882355,0.7777777777777777
49,13.0,1.6,43.5,0.0,0.0,0.0,0.8,1.3,59.4,0.8,0.9,1.6,0.4,0.0,0,1.0833333333333333,1.6
24,9.3,0.8,31.6,0.3,1.0,28.0,0.5,0.6,73.3,0.1,0.5,0.6,0.4,0.0,0,0.9583333333333333,1.7499999999999998
72,11.9,1.2,50.9,0.0,0.0,0.0,0.5,1.2,45.9,1.0,1.5,2.5,0.3,0.7,0,1.2608695652173914,0.8571428571428572
54,11.4,1.9,51.0,0.0,0.0,0.0,0.9,1.1,82.0,0.4,0.7,1.2,0.3,0.0,1,1.2777777777777777,0.625
49,11.1,2.1,45.9,0.1,0.4,22.2,0.4,0.6,64.3,0.3,0.6,0.8,0.5,0.0,0,1.0222222222222221,1.2727272727272725
46,10.7,1.1,58.3,0.0,0.0,50.0,0.7,0.9,82.5,0.6,0.7,1.3,0.4,0.1,0,1.611111111111111,1.0
54,10.6,1.6,47.8,0.0,0.0,0.0,0.6,0.7,81.1,1.0,1.5,2.5,0.2,0.2,0,1.1176470588235294,0.7499999999999999
53,10.6,1.5,35.7,0.1,0.3,29.4,1.1,1.2,86.2,0.5,0.6,1.1,0.7,0.1,1,0.976190476190476,1.6
39,9.0,2.1,46.5,0.0,0.1,0.0,0.8,1.4,58.5,0.9,0.4,1.3,0.5,0.1,1,1.1136363636363635,0.4444444444444445
43,8.6,1.3,54.0,0.0,0.1,66.7,0.8,1.6,50.7,0.3,0.4,0.7,0.4,0.1,0,1.4782608695652175,1.3
39,8.5,1.4,52.4,0.0,0.0,0.0,0.7,1.2,60.4,0.8,0.9,1.7,0.3,0.1,0,1.346153846153846,0.4285714285714286
43,9.2,1.0,35.5,0.5,1.7,30.1,0.2,0.2,77.8,0.3,1.0,1.3,0.2,0.0,0,0.9642857142857144,1.0
42,8.1,1.3,45.8,0.0,0.0,0.0,0.8,1.2,65.4,0.5,1.0,1.5,0.2,0.1,0,1.1724137931034482,0.5
42,6.9,1.5,43.3,0.0,0.2,0.0,0.5,0.6,74.1,0.2,0.4,0.6,0.4,0.1,1,1.0,1.8333333333333335
49,6.9,1.2,44.4,0.0,0.0,0.0,0.6,0.8,73.2,0.4,1.0,1.5,0.1,0.0,0,1.1071428571428572,0.25
51,6.6,1.1,45.1,0.0,0.0,0.0,0.8,1.2,67.7,0.2,0.5,0.7,0.3,0.1,0,1.25,0.5714285714285715
36,6.6,0.8,32.2,0.0,0.1,0.0,0.3,0.5,64.7,0.5,0.3,0.8,0.3,0.1,1,0.7916666666666666,0.6666666666666667
82,35.6,7.5,49.1,0.0,0.0,0.0,3.8,5.4,71.6,3.3,5.9,9.3,0.6,1.5,1,1.2352941176470587,0.4666666666666666
81,35.4,8.8,46.4,0.1,0.6,19.2,2.8,4.0,71.6,1.0,2.6,3.6,1.3,0.5,1,1.0785340314136125,0.8275862068965517
82,31.4,3.7,51.2,0.0,0.0,0.0,2.2,3.7,58.8,5.3,6.8,12.1,0.8,0.8,1,1.3333333333333333,0.6111111111111112
79,31.3,4.6,48.6,0.1,0.2,27.8,1.7,2.7,63.7,2.3,3.8,6.1,1.1,0.3,1,1.1578947368421053,1.6842105263157896
80,30.4,6.6,45.2,0.0,0.4,9.7,2.1,2.7,74.9,0.5,1.9,2.4,1.1,0.1,1,1.0482758620689654,2.3793103448275863
33,16.4,2.0,37.1,0.2,1.4,17.4,1.1,1.3,86.0,0.2,1.5,1.6,0.4,0.0,0,1.0,1.8666666666666665
37,8.6,0.9,36.3,0.1,0.6,19.0,0.2,0.3,66.7,0.6,1.0,1.5,0.2,0.0,0,0.8400000000000001,0.7499999999999999
81,30.4,4.2,50.3,0.0,0.0,0.0,1.4,1.9,76.5,3.3,5.3,8.6,0.7,1.0,1,1.180722891566265,1.6875
82,30.2,6.0,47.9,0.0,0.1,0.0,2.8,3.9,70.6,2.6,2.8,5.4,1.2,0.4,1,1.1854838709677418,1.25
56,28.2,5.2,42.3,0.0,0.0,0.0,2.8,3.6,76.7,2.4,5.0,7.5,1.0,1.8,1,1.073170731707317,0.5652173913043479
81,24.4,4.7,46.8,0.1,0.3,24.0,1.6,2.2,73.3,1.2,1.7,2.9,1.7,0.4,1,1.1089108910891088,1.6818181818181817
75,23.6,5.3,49.5,0.1,0.4,31.0,2.1,3.0,71.2,0.4,1.5,1.9,0.8,0.1,1,1.205607476635514,1.2413793103448276
68,23.5,3.3,46.0,0.0,0.0,0.0,1.9,2.7,69.9,1.8,5.0,6.7,0.5,0.3,0,1.183098591549296,0.8333333333333333
70,23.4,2.7,45.3,0.0,0.0,33.3,0.7,0.9,80.6,1.2,2.6,3.8,0.7,0.1,0,1.0338983050847457,1.4615384615384615
81,22.8,4.4,44.4,0.0,0.1,0.0,2.6,3.4,77.6,1.6,1.7,3.3,1.3,0.3,1,1.15,1.0952380952380951
82,21.8,4.2,49.1,0.0,0.1,0.0,2.0,2.5,80.7,2.1,2.3,4.4,0.7,0.3,1,1.2209302325581395,1.0666666666666667
